,Model,Colour,Memory,RAM,Battery_,Rear Camera,Front Camera,AI Lens,Mobile Height,Processor_,Prize
546,APPLE iPhone 11,Black,64,8,3110,12MP,12MP,0,15.49,ios,"41,199"
547,vivo T1 Pro 5G,Turbo Black,128,8,4700,64MP,16MP,0,16.36,Qualcomm Snapdragon 778G 5G Mobile Platform,"24,999"
548,vivo T1 Pro 5G,Turbo Cyan,128,6,4700,64MP,16MP,0,16.36,Qualcomm Snapdragon 778G 5G Mobile Platform,"23,999"
549,Infinix Smart 5A,Midnight Black,32,2,5000,8MP,8MP,0,16.56,MediaTek Helio A20,"7,199"
551,SAMSUNG Galaxy F23 5G,Copper Blush,128,4,5000,50MP,8MP,0,16.76,Qualcomm Snapdragon 750G,"15,999"
553,POCO C31,Royal Blue,64,4,5000,13MP,5MP,0,16.59,MediaTek G35,"8,999"
556,POCO C31,Royal Blue,64,4,5000,13MP,5MP,0,16.59,MediaTek G35,"8,999"
561,MOTOROLA e22s,Eco Black,64,4,5000,16MP,8MP,0,16.51,Mediatek Helio G37,"8,940"
562,vivo T1 Pro 5G,Turbo Cyan,128,8,4700,64MP,16MP,0,16.36,Qualcomm Snapdragon 778G,"24,999"
563,Tecno Spark Go 2023,Uyuni Blue,64,4,5000,13MP,5MP,0,16.66,MediaTek Helio A22,"8,288"
564,POCO C31,Royal Blue,32,3,5000,13MP,5MP,0,16.59,MediaTek Helio G35,"8,499"
565,Infinix Hot 12 Pro,Halo White,64,6,5000,50MP,8MP,0,16.76,Unisoc T616,"9,999"
566,SAMSUNG Galaxy A23,Peach,128,6,5000,50MP,8MP,0,16.76,Octa-core(EXYNOS),"17,499"
567,REDMI 9i,Midnight Black,64,4,5000,13MP,5MP,0,16.59,MediaTek Helio G25,"8,999"
568,REDMI Note 9,Scarlet Red,128,6,5020,48MP,13MP,0,16.59,MediaTek Helio G85,"14,999"
569,MOTOROLA Edge 30 Ultra,Starlight White,256,6,4610,200MP,60MP,0,16.94,Qualcomm Snapdragon 8+ Gen 1,"49,999"
571,vivo Y565G,Orange Shimmer,128,8,5000,50MP,16MP,0,16.71,MTK Dimensity 700,"19,979"
573,SAMSUNG M53 5G,Deep Ocean Blue,128,6,5000,108MP,32MP,0,17.02,Mediatek Dimensity 900,"23,390"
574,REDMI Note 10 Lite,Glacier White,128,6,5020,48MP,16MP,0,16.94,Qualcomm Snapdragon 720G,"14,385"
576,APPLE iPhone 14 Plus,Midnight,128,6,4323,12MP,12MP,0,17.02,IOS,"80,999"
577,vivo V25 Pro 5G,Pure Black,256,6,4830,64MP,32MP,0,16.66,Mediatek Dimensity 1300,"30,874"
579,Infinix Hot 12 Pro,Lightsaber Green,128,8,5000,108MP,8MP,0,16.76,Unisoc T616,"12,999"
580,vivo V25 Pro 5G,Sailing Blue,128,8,4830,64MP,32MP,0,16.66,Mediatek Dimensity 1300,"35,999"
581,Infinix Hot 11,Emerald Green,64,4,5200,13MP,8MP,0,16.76,MediaTek Helio G70,"9,999"
582,Infinix Hot 11,Silver Wave,64,4,5200,13MP,8MP,0,16.76,MediaTek Helio G70,"9,999"
583,Infinix Note 12 Pro,Tuscany Blue,256,8,5000,108MP,16MP,1,17.02,Mediatek Helio G99,"16,999"
585,Infinix Note 12 Pro,Volcanic Grey,256,8,5000,108MP,16MP,1,17.02,Mediatek Helio G99,"16,999"
586,vivo T1 Pro 5G,Turbo Black,128,6,4700,64MP,16MP,0,16.36,Qualcomm Snapdragon 778G 5G Mobile Platform,"23,999"
587,Tecno Pova 3,Eco Black,128,6,7000,50MP,8MP,0,17.53,MediaTek Helio G88,"13,999"
588,REDMI 12c,Royal Blue,128,6,5000,50MP,5MP,0,17.04,MediaTek Helio G85,"10,799"
589,LAVA Z2,Flame Red,32,3,5000,13MP,8MP,0,16.55,MediaTek Helio G35,"7,999"
590,Infinix Hot 12 Pro,Lightsaber Green,64,6,5000,50MP,8MP,0,16.76,Unisoc T616,"9,999"
591,Infinix Hot 12 Pro,Racing Black,64,6,5000,50MP,8MP,0,16.76,Unisoc T616,"9,999"
592,Infinix Hot 12 Pro,Electric Blue,64,6,5000,50MP,8MP,0,16.76,Unisoc T616,"9,999"
593,realme Narzo 50A,Oxygen Green,128,4,6000,50MP,8MP,0,16.51,MediaTek Helio G85,"11,762"
595,REDMI Note 11T 5G,Aquamarine Blue,128,6,5000,50MP,16MP,0,16.76,Mediatek Dimensity 810,"18,990"
596,REDMI Note 11T 5G,Matte black,128,8,5000,50MP,16MP,0,16.76,Mediatek Dimensity 810,"18,999"
597,Infinix Note 11s Free Fire Edition,Mithril Grey,128,8,5000,50MP,16MP,0,17.65,MediaTek Helio G96,"15,999"
603,vivo V25 5G,Elegant Black,256,8,4500,64MP,50MP,0,16.36,Mediatek Dimensity 900,"29,418"
605,vivo V25 Pro 5G,Sailing Blue,256,8,4830,64MP,32MP,0,16.66,Mediatek Dimensity 1300,"33,367"
606,MOTOROLA g31,Meteorite Grey,64,4,5000,50MP,13MP,0,16.26,Mediatek Helio G85,"11,999"
609,SAMSUNG Galaxy A54 5G,Awesome Violet,256,8,5000,50MP,32MP,0,16.26,"Exynos 1380, Octa Core ","40,999"
610,realme C11 2021,Cool Grey,32,2,5000,8MP,5MP,0,16.51,Octa-core,"7,499"
611,vivo Y21T,Pearl White,128,4,5000,50MP,8MP,0,16.71,Qualcomm Snapdragon 680,"15,499"
612,REDMI K50i 5G,Phantom Blue,256,8,5080,64MP,16MP,0,16.76,Dimensity 8100,"29,990"
613,Tecno Spark Go 2023,Nebula Purple,32,3,5000,13MP,5MP,0,16.66,MediaTek Helio A22,"7,280"
614,APPLE iPhone 14 Plus,Purple,128,3,4323,12MP,12MP,0,17.02,6 Core,"80,999"
615,Tecno Spark Go 2023,UYUNI BLUE,64,4,5000,13MP,5MP,0,16.66,Mediatek Helio A22,"8,999"
616,IQOO Neo 7 5G,Frost Blue,256,4,5000,64MP,16MP,0,17.22,Dimensity 8200,"34,688"
619,realme 9 5G,Meteor Black,64,4,5000,48MP,16MP,0,16.51,Mediatek Dimensity 810,"13,499"
620,realme 9 5G,Supersonic Black,64,4,5000,48MP,16MP,0,16.51,Mediatek Dimensity 810,"13,499"
621,APPLE iPhone 14 Plus,Starlight,128,4,4323,12MP,12MP,0,17.02,ios,"80,999"
622,vivo Y100 5G,Metal Black,128,8,4500,64MP,16MP,0,16.21,Mediatek Dimensity 900,"23,999"
623,vivo Y100 5G,Twilight Gold,128,8,4500,64MP,16MP,0,16.21,Mediatek Dimensity 900,"23,999"
624,SAMSUNG Galaxy A23,Blue,128,6,5000,50MP,8MP,0,16.76,Octa-core(EXYNOS),"17,499"
626,realme Narzo 50i Prime,Mint Green,64,4,5000,8MP,5MP,0,16.51,Unisoc T612 processor,"8,460"
627,SAMSUNG Galaxy A04,Copper,128,4,5000,50MP,5MP,0,16.51,Mediatek Helio P35,"12,999"
628,OPPO F21s Pro,Starlight Black,128,8,4500,64MP,16MP,0,16.33,Qualcomm SM6225 Snapdragon 680 4G (6 nm),"20,890"
631,APPLE iPhone 12,Blue,64,8,2815,12MP,12MP,0,15.49,ios,"53,999"
632,SAMSUNG Galaxy A13,Peach,128,6,5000,50MP,8MP,0,16.76,Exynos Octa Core,"16,499"
633,Nokia G11 Plus,Grey,64,4,5000,50MP,8MP,0,16.55,Octa Core,"9,790"
636,SAMSUNG Galaxy A04e,Light Blue,64,3,5000,13MP,5MP,0,16.51,Mediatek Helio P35,"9,999"
637,SAMSUNG Galaxy S23 5G,Cream,256,8,3900,50MP,12MP,0,15.49,Qualcomm Snapdragon 8 Gen 2,"79,999"
638,LAVA Z21,Cyan,32,2,3100,5MP,2MP,0,12.7,Octa Core,"5,998"
639,Tecno Spark 8T,Turquoise Cyan,64,4,5000,50MP,8MP,0,16.76,MediaTek Helio G35,"9,990"
641,SAMSUNG Galaxy A54 5G,Awesome Lime,128,8,5000,50MP,32MP,0,16.26,"Exynos 1380, Octa Core ","38,999"
642,OPPO A77,Sky Blue,128,4,5000,50MP,8MP,0,16.66,Mediatek Helio G35,"15,999"
